Edad	Sexo	Unidad	Periodo	Total
De 25 a 29 años	Ambos sexos	Valor absoluto	2011T4	2.666,8
De 25 a 29 años	Ambos sexos	Valor absoluto	2011T3	2.699,8
De 25 a 29 años	Ambos sexos	Valor absoluto	2011T2	2.738,3
De 25 a 29 años	Ambos sexos	Valor absoluto	2011T1	2.743,9
De 25 a 29 años	Ambos sexos	Valor absoluto	2010T4	2.808,7
De 25 a 29 años	Ambos sexos	Valor absoluto	2010T3	2.854,1
De 25 a 29 años	Ambos sexos	Valor absoluto	2010T2	2.878,1
De 25 a 29 años	Ambos sexos	Valor absoluto	2010T1	2.937,3
De 25 a 29 años	Ambos sexos	Valor absoluto	2009T4	2.965,9
De 25 a 29 años	Ambos sexos	Valor absoluto	2009T3	2.968,5
De 25 a 29 años	Ambos sexos	Valor absoluto	2009T2	3.017,0
De 25 a 29 años	Ambos sexos	Valor absoluto	2009T1	3.086,4
De 25 a 29 años	Ambos sexos	Valor absoluto	2008T4	3.106,0
De 25 a 29 años	Ambos sexos	Valor absoluto	2008T3	3.119,2
De 25 a 29 años	Ambos sexos	Valor absoluto	2008T2	3.145,8
De 25 a 29 años	Ambos sexos	Valor absoluto	2008T1	3.159,2
De 25 a 29 años	Ambos sexos	Valor absoluto	2007T4	3.173,7
De 25 a 29 años	Ambos sexos	Valor absoluto	2007T3	3.182,3
De 25 a 29 años	Ambos sexos	Valor absoluto	2007T2	3.182,9
De 25 a 29 años	Ambos sexos	Valor absoluto	2007T1	3.180,9
De 25 a 29 años	Ambos sexos	Valor absoluto	2006T4	3.205,1
De 25 a 29 años	Ambos sexos	Valor absoluto	2006T3	3.204,2
De 25 a 29 años	Ambos sexos	Valor absoluto	2006T2	3.195,5
De 25 a 29 años	Ambos sexos	Valor absoluto	2006T1	3.199,5
De 25 a 29 años	Ambos sexos	Valor absoluto	2005T4	3.205,4
De 25 a 29 años	Ambos sexos	Valor absoluto	2005T3	3.195,5
De 25 a 29 años	Ambos sexos	Valor absoluto	2005T2	3.186,6
De 25 a 29 años	Ambos sexos	Valor absoluto	2005T1	3.214,2
De 25 a 29 años	Ambos sexos	Valor absoluto	2004T4	3.202,4
De 25 a 29 años	Ambos sexos	Valor absoluto	2004T3	3.183,4
De 25 a 29 años	Ambos sexos	Valor absoluto	2004T2	3.161,6
De 25 a 29 años	Ambos sexos	Valor absoluto	2004T1	3.153,2
De 25 a 29 años	Ambos sexos	Valor absoluto	2003T4	3.160,6
De 25 a 29 años	Ambos sexos	Valor absoluto	2003T3	3.144,4
De 25 a 29 años	Ambos sexos	Valor absoluto	2003T2	3.092,3
De 25 a 29 años	Ambos sexos	Valor absoluto	2003T1	3.062,3
De 25 a 29 años	Ambos sexos	Valor absoluto	2002T4	3.020,4
De 25 a 29 años	Ambos sexos	Valor absoluto	2002T3	3.004,6
De 25 a 29 años	Ambos sexos	Valor absoluto	2002T2	2.956,2
De 25 a 29 años	Ambos sexos	Valor absoluto	2002T1	2.929,7
De 25 a 29 años	Ambos sexos	Porcentaje	2022T3	8,9
De 25 a 29 años	Ambos sexos	Porcentaje	2022T2	9,0
De 25 a 29 años	Ambos sexos	Porcentaje	2022T1	9,0
De 25 a 29 años	Ambos sexos	Porcentaje	2021T4	9,0
De 25 a 29 años	Ambos sexos	Porcentaje	2021T3	9,1
De 25 a 29 años	Ambos sexos	Porcentaje	2021T2	9,1
De 25 a 29 años	Ambos sexos	Porcentaje	2021T1	9,1
De 25 a 29 años	Ambos sexos	Porcentaje	2020T4	9,2
De 25 a 29 años	Ambos sexos	Porcentaje	2020T3	9,1
De 25 a 29 años	Ambos sexos	Porcentaje	2020T2	9,0
De 25 a 29 años	Ambos sexos	Porcentaje	2020T1	9,1
De 25 a 29 años	Ambos sexos	Porcentaje	2019T4	9,2
De 25 a 29 años	Ambos sexos	Porcentaje	2019T3	9,1
De 25 a 29 años	Ambos sexos	Porcentaje	2019T2	9,1
De 25 a 29 años	Ambos sexos	Porcentaje	2019T1	9,1
De 25 a 29 años	Ambos sexos	Porcentaje	2018T4	9,2
De 25 a 29 años	Ambos sexos	Porcentaje	2018T3	9,2
De 25 a 29 años	Ambos sexos	Porcentaje	2018T2	9,2
De 25 a 29 años	Ambos sexos	Porcentaje	2018T1	9,3
De 25 a 29 años	Ambos sexos	Porcentaje	2017T4	9,2
De 25 a 29 años	Ambos sexos	Porcentaje	2017T3	9,3
De 25 a 29 años	Ambos sexos	Porcentaje	2017T2	9,3
De 25 a 29 años	Ambos sexos	Porcentaje	2017T1	9,3
De 25 a 29 años	Ambos sexos	Porcentaje	2016T4	9,3
De 25 a 29 años	Ambos sexos	Porcentaje	2016T3	9,4
De 25 a 29 años	Ambos sexos	Porcentaje	2016T2	9,4
De 25 a 29 años	Ambos sexos	Porcentaje	2016T1	9,4
De 25 a 29 años	Ambos sexos	Porcentaje	2015T4	9,5
De 25 a 29 años	Ambos sexos	Porcentaje	2015T3	9,6
De 25 a 29 años	Ambos sexos	Porcentaje	2015T2	9,6
De 25 a 29 años	Ambos sexos	Porcentaje	2015T1	9,8
De 25 a 29 años	Ambos sexos	Porcentaje	2014T4	9,9
De 25 a 29 años	Ambos sexos	Porcentaje	2014T3	10,1
De 25 a 29 años	Ambos sexos	Porcentaje	2014T2	10,2
De 25 a 29 años	Ambos sexos	Porcentaje	2014T1	10,2
De 25 a 29 años	Ambos sexos	Porcentaje	2013T4	10,3
De 25 a 29 años	Ambos sexos	Porcentaje	2013T3	10,5
De 25 a 29 años	Ambos sexos	Porcentaje	2013T2	10,5
De 25 a 29 años	Ambos sexos	Porcentaje	2013T1	10,7
De 25 a 29 años	Ambos sexos	Porcentaje	2012T4	10,9
De 25 a 29 años	Ambos sexos	Porcentaje	2012T3	10,9
De 25 a 29 años	Ambos sexos	Porcentaje	2012T2	11,1
De 25 a 29 años	Ambos sexos	Porcentaje	2012T1	11,2
De 25 a 29 años	Ambos sexos	Porcentaje	2011T4	11,4
De 25 a 29 años	Ambos sexos	Porcentaje	2011T3	11,5
De 25 a 29 años	Ambos sexos	Porcentaje	2011T2	11,7
De 25 a 29 años	Ambos sexos	Porcentaje	2011T1	11,8
De 25 a 29 años	Ambos sexos	Porcentaje	2010T4	12,0
De 25 a 29 años	Ambos sexos	Porcentaje	2010T3	12,2
De 25 a 29 años	Ambos sexos	Porcentaje	2010T2	12,3
De 25 a 29 años	Ambos sexos	Porcentaje	2010T1	12,6
De 25 a 29 años	Ambos sexos	Porcentaje	2009T4	12,8
De 25 a 29 años	Ambos sexos	Porcentaje	2009T3	12,8
De 25 a 29 años	Ambos sexos	Porcentaje	2009T2	13,0
De 25 a 29 años	Ambos sexos	Porcentaje	2009T1	13,2
De 25 a 29 años	Ambos sexos	Porcentaje	2008T4	13,4
De 25 a 29 años	Ambos sexos	Porcentaje	2008T3	13,5
De 25 a 29 años	Ambos sexos	Porcentaje	2008T2	13,7
De 25 a 29 años	Ambos sexos	Porcentaje	2008T1	13,8
De 25 a 29 años	Ambos sexos	Porcentaje	2007T4	14,0
De 25 a 29 años	Ambos sexos	Porcentaje	2007T3	14,1
De 25 a 29 años	Ambos sexos	Porcentaje	2007T2	14,2
De 25 a 29 años	Ambos sexos	Porcentaje	2007T1	14,4
De 25 a 29 años	Ambos sexos	Porcentaje	2006T4	14,6
De 25 a 29 años	Ambos sexos	Porcentaje	2006T3	14,7
De 25 a 29 años	Ambos sexos	Porcentaje	2006T2	14,7
De 25 a 29 años	Ambos sexos	Porcentaje	2006T1	14,9
De 25 a 29 años	Ambos sexos	Porcentaje	2005T4	15,0
De 25 a 29 años	Ambos sexos	Porcentaje	2005T3	15,1
De 25 a 29 años	Ambos sexos	Porcentaje	2005T2	15,1
De 25 a 29 años	Ambos sexos	Porcentaje	2005T1	15,4
De 25 a 29 años	Ambos sexos	Porcentaje	2004T4	15,5
De 25 a 29 años	Ambos sexos	Porcentaje	2004T3	15,5
De 25 a 29 años	Ambos sexos	Porcentaje	2004T2	15,6
De 25 a 29 años	Ambos sexos	Porcentaje	2004T1	15,7
De 25 a 29 años	Ambos sexos	Porcentaje	2003T4	15,8
De 25 a 29 años	Ambos sexos	Porcentaje	2003T3	15,8
De 25 a 29 años	Ambos sexos	Porcentaje	2003T2	15,7
De 25 a 29 años	Ambos sexos	Porcentaje	2003T1	15,8
De 25 a 29 años	Ambos sexos	Porcentaje	2002T4	15,7
De 25 a 29 años	Ambos sexos	Porcentaje	2002T3	15,7
De 25 a 29 años	Ambos sexos	Porcentaje	2002T2	15,7
De 25 a 29 años	Ambos sexos	Porcentaje	2002T1	15,7
De 25 a 29 años	Hombres	Valor absoluto	2022T3	1.101,4
De 25 a 29 años	Hombres	Valor absoluto	2022T2	1.093,5
De 25 a 29 años	Hombres	Valor absoluto	2022T1	1.081,9
De 25 a 29 años	Hombres	Valor absoluto	2021T4	1.086,1
De 25 a 29 años	Hombres	Valor absoluto	2021T3	1.092,5
De 25 a 29 años	Hombres	Valor absoluto	2021T2	1.087,1
De 25 a 29 años	Hombres	Valor absoluto	2021T1	1.067,1
De 25 a 29 años	Hombres	Valor absoluto	2020T4	1.090,4
De 25 a 29 años	Hombres	Valor absoluto	2020T3	1.050,2
De 25 a 29 años	Hombres	Valor absoluto	2020T2	1.015,5
De 25 a 29 años	Hombres	Valor absoluto	2020T1	1.083,5
De 25 a 29 años	Hombres	Valor absoluto	2019T4	1.103,0
De 25 a 29 años	Hombres	Valor absoluto	2019T3	1.090,6
De 25 a 29 años	Hombres	Valor absoluto	2019T2	1.085,7
De 25 a 29 años	Hombres	Valor absoluto	2019T1	1.093,7
De 25 a 29 años	Hombres	Valor absoluto	2018T4	1.097,9
De 25 a 29 años	Hombres	Valor absoluto	2018T3	1.090,4
De 25 a 29 años	Hombres	Valor absoluto	2018T2	1.074,1
De 25 a 29 años	Hombres	Valor absoluto	2018T1	1.074,6
De 25 a 29 años	Hombres	Valor absoluto	2017T4	1.078,9
De 25 a 29 años	Hombres	Valor absoluto	2017T3	1.083,4
De 25 a 29 años	Hombres	Valor absoluto	2017T2	1.081,6
De 25 a 29 años	Hombres	Valor absoluto	2017T1	1.075,0
De 25 a 29 años	Hombres	Valor absoluto	2016T4	1.086,0
De 25 a 29 años	Hombres	Valor absoluto	2016T3	1.105,7
De 25 a 29 años	Hombres	Valor absoluto	2016T2	1.095,1
De 25 a 29 años	Hombres	Valor absoluto	2016T1	1.097,8
De 25 a 29 años	Hombres	Valor absoluto	2015T4	1.111,4
De 25 a 29 años	Hombres	Valor absoluto	2015T3	1.132,7
De 25 a 29 años	Hombres	Valor absoluto	2015T2	1.130,7
De 25 a 29 años	Hombres	Valor absoluto	2015T1	1.156,8
De 25 a 29 años	Hombres	Valor absoluto	2014T4	1.180,9
De 25 a 29 años	Hombres	Valor absoluto	2014T3	1.190,6
De 25 a 29 años	Hombres	Valor absoluto	2014T2	1.194,7
De 25 a 29 años	Hombres	Valor absoluto	2014T1	1.195,8
De 25 a 29 años	Hombres	Valor absoluto	2013T4	1.218,7
De 25 a 29 años	Hombres	Valor absoluto	2013T3	1.250,4
De 25 a 29 años	Hombres	Valor absoluto	2013T2	1.263,9
De 25 a 29 años	Hombres	Valor absoluto	2013T1	1.279,0
De 25 a 29 años	Hombres	Valor absoluto	2012T4	1.313,8
De 25 a 29 años	Hombres	Valor absoluto	2012T3	1.328,0
De 25 a 29 años	Hombres	Valor absoluto	2012T2	1.350,0
De 25 a 29 años	Hombres	Valor absoluto	2012T1	1.365,5
De 25 a 29 años	Hombres	Valor absoluto	2011T4	1.384,5
De 25 a 29 años	Hombres	Valor absoluto	2011T3	1.408,9
De 25 a 29 años	Hombres	Valor absoluto	2011T2	1.425,0
De 25 a 29 años	Hombres	Valor absoluto	2011T1	1.422,7
De 25 a 29 años	Hombres	Valor absoluto	2010T4	1.455,8
De 25 a 29 años	Hombres	Valor absoluto	2010T3	1.483,9
De 25 a 29 años	Hombres	Valor absoluto	2010T2	1.497,7
De 25 a 29 años	Hombres	Valor absoluto	2010T1	1.530,1
De 25 a 29 años	Hombres	Valor absoluto	2009T4	1.554,2
De 25 a 29 años	Hombres	Valor absoluto	2009T3	1.569,2
De 25 a 29 años	Hombres	Valor absoluto	2009T2	1.593,3
De 25 a 29 años	Hombres	Valor absoluto	2009T1	1.636,2
De 25 a 29 años	Hombres	Valor absoluto	2008T4	1.643,4
De 25 a 29 años	Hombres	Valor absoluto	2008T3	1.659,8
De 25 a 29 años	Hombres	Valor absoluto	2008T2	1.681,5
De 25 a 29 años	Hombres	Valor absoluto	2008T1	1.691,2
De 25 a 29 años	Hombres	Valor absoluto	2007T4	1.707,0
De 25 a 29 años	Hombres	Valor absoluto	2007T3	1.727,6
De 25 a 29 años	Hombres	Valor absoluto	2007T2	1.725,3
De 25 a 29 años	Hombres	Valor absoluto	2007T1	1.714,3
De 25 a 29 años	Hombres	Valor absoluto	2006T4	1.731,2
De 25 a 29 años	Hombres	Valor absoluto	2006T3	1.737,6
De 25 a 29 años	Hombres	Valor absoluto	2006T2	1.727,9
De 25 a 29 años	Hombres	Valor absoluto	2006T1	1.730,5
De 25 a 29 años	Hombres	Valor absoluto	2005T4	1.739,0
De 25 a 29 años	Hombres	Valor absoluto	2005T3	1.738,2
De 25 a 29 años	Hombres	Valor absoluto	2005T2	1.726,7
De 25 a 29 años	Hombres	Valor absoluto	2005T1	1.742,9
De 25 a 29 años	Hombres	Valor absoluto	2004T4	1.730,1
De 25 a 29 años	Hombres	Valor absoluto	2004T3	1.726,7
De 25 a 29 años	Hombres	Valor absoluto	2004T2	1.707,1
De 25 a 29 años	Hombres	Valor absoluto	2004T1	1.707,8
De 25 a 29 años	Hombres	Valor absoluto	2003T4	1.710,4
De 25 a 29 años	Hombres	Valor absoluto	2003T3	1.704,8
De 25 a 29 años	Hombres	Valor absoluto	2003T2	1.674,5
De 25 a 29 años	Hombres	Valor absoluto	2003T1	1.664,6
De 25 a 29 años	Hombres	Valor absoluto	2002T4	1.654,7
De 25 a 29 años	Hombres	Valor absoluto	2002T3	1.648,4
De 25 a 29 años	Hombres	Valor absoluto	2002T2	1.621,6
De 25 a 29 años	Hombres	Valor absoluto	2002T1	1.599,5
De 25 a 29 años	Hombres	Porcentaje	2022T3	8,8
De 25 a 29 años	Hombres	Porcentaje	2022T2	8,9
De 25 a 29 años	Hombres	Porcentaje	2022T1	8,8
De 25 a 29 años	Hombres	Porcentaje	2021T4	8,8
De 25 a 29 años	Hombres	Porcentaje	2021T3	8,8
De 25 a 29 años	Hombres	Porcentaje	2021T2	8,9
De 25 a 29 años	Hombres	Porcentaje	2021T1	8,8
De 25 a 29 años	Hombres	Porcentaje	2020T4	8,9
De 25 a 29 años	Hombres	Porcentaje	2020T3	8,6
De 25 a 29 años	Hombres	Porcentaje	2020T2	8,6
De 25 a 29 años	Hombres	Porcentaje	2020T1	8,9
De 25 a 29 años	Hombres	Porcentaje	2019T4	9,0
De 25 a 29 años	Hombres	Porcentaje	2019T3	8,8
De 25 a 29 años	Hombres	Porcentaje	2019T2	8,8
De 25 a 29 años	Hombres	Porcentaje	2019T1	9,0
De 25 a 29 años	Hombres	Porcentaje	2018T4	9,0
De 25 a 29 años	Hombres	Porcentaje	2018T3	8,9
De 25 a 29 años	Hombres	Porcentaje	2018T2	8,8
De 25 a 29 años	Hombres	Porcentaje	2018T1	8,9
De 25 a 29 años	Hombres	Porcentaje	2017T4	8,9
De 25 a 29 años	Hombres	Porcentaje	2017T3	8,9
De 25 a 29 años	Hombres	Porcentaje	2017T2	8,9
De 25 a 29 años	Hombres	Porcentaje	2017T1	8,9
De 25 a 29 años	Hombres	Porcentaje	2016T4	8,9
De 25 a 29 años	Hombres	Porcentaje	2016T3	9,0
De 25 a 29 años	Hombres	Porcentaje	2016T2	9,0
De 25 a 29 años	Hombres	Porcentaje	2016T1	9,0
De 25 a 29 años	Hombres	Porcentaje	2015T4	9,1
De 25 a 29 años	Hombres	Porcentaje	2015T3	9,2
De 25 a 29 años	Hombres	Porcentaje	2015T2	9,2
De 25 a 29 años	Hombres	Porcentaje	2015T1	9,4
De 25 a 29 años	Hombres	Porcentaje	2014T4	9,5
De 25 a 29 años	Hombres	Porcentaje	2014T3	9,6
De 25 a 29 años	Hombres	Porcentaje	2014T2	9,7
De 25 a 29 años	Hombres	Porcentaje	2014T1	9,7
De 25 a 29 años	Hombres	Porcentaje	2013T4	9,8
De 25 a 29 años	Hombres	Porcentaje	2013T3	10,0
De 25 a 29 años	Hombres	Porcentaje	2013T2	10,1
De 25 a 29 años	Hombres	Porcentaje	2013T1	10,2
De 25 a 29 años	Hombres	Porcentaje	2012T4	10,4
De 25 a 29 años	Hombres	Porcentaje	2012T3	10,4
De 25 a 29 años	Hombres	Porcentaje	2012T2	10,6
De 25 a 29 años	Hombres	Porcentaje	2012T1	10,7
De 25 a 29 años	Hombres	Porcentaje	2011T4	10,8
De 25 a 29 años	Hombres	Porcentaje	2011T3	10,9
De 25 a 29 años	Hombres	Porcentaje	2011T2	11,1
De 25 a 29 años	Hombres	Porcentaje	2011T1	11,1
De 25 a 29 años	Hombres	Porcentaje	2010T4	11,3
De 25 a 29 años	Hombres	Porcentaje	2010T3	11,4
De 25 a 29 años	Hombres	Porcentaje	2010T2	11,5
De 25 a 29 años	Hombres	Porcentaje	2010T1	11,8
De 25 a 29 años	Hombres	Porcentaje	2009T4	12,0
De 25 a 29 años	Hombres	Porcentaje	2009T3	12,1
De 25 a 29 años	Hombres	Porcentaje	2009T2	12,2
De 25 a 29 años	Hombres	Porcentaje	2009T1	12,5
De 25 a 29 años	Hombres	Porcentaje	2008T4	12,5
De 25 a 29 años	Hombres	Porcentaje	2008T3	12,6
De 25 a 29 años	Hombres	Porcentaje	2008T2	12,8
De 25 a 29 años	Hombres	Porcentaje	2008T1	13,0
De 25 a 29 años	Hombres	Porcentaje	2007T4	13,2
De 25 a 29 años	Hombres	Porcentaje	2007T3	13,3
De 25 a 29 años	Hombres	Porcentaje	2007T2	13,4
De 25 a 29 años	Hombres	Porcentaje	2007T1	13,5
De 25 a 29 años	Hombres	Porcentaje	2006T4	13,7
De 25 a 29 años	Hombres	Porcentaje	2006T3	13,7
De 25 a 29 años	Hombres	Porcentaje	2006T2	13,7
De 25 a 29 años	Hombres	Porcentaje	2006T1	13,9
De 25 a 29 años	Hombres	Porcentaje	2005T4	14,0
De 25 a 29 años	Hombres	Porcentaje	2005T3	14,0
De 25 a 29 años	Hombres	Porcentaje	2005T2	14,0
De 25 a 29 años	Hombres	Porcentaje	2005T1	14,3
De 25 a 29 años	Hombres	Porcentaje	2004T4	14,3
De 25 a 29 años	Hombres	Porcentaje	2004T3	14,3
De 25 a 29 años	Hombres	Porcentaje	2004T2	14,3
De 25 a 29 años	Hombres	Porcentaje	2004T1	14,4
De 25 a 29 años	Hombres	Porcentaje	2003T4	14,5
De 25 a 29 años	Hombres	Porcentaje	2003T3	14,4
De 25 a 29 años	Hombres	Porcentaje	2003T2	14,4
De 25 a 29 años	Hombres	Porcentaje	2003T1	14,4
De 25 a 29 años	Hombres	Porcentaje	2002T4	14,4
De 25 a 29 años	Hombres	Porcentaje	2002T3	14,4
De 25 a 29 años	Hombres	Porcentaje	2002T2	14,4
De 25 a 29 años	Hombres	Porcentaje	2002T1	14,3
De 25 a 29 años	Mujeres	Valor absoluto	2022T3	1.000,0
De 25 a 29 años	Mujeres	Valor absoluto	2022T2	1.004,1
De 25 a 29 años	Mujeres	Valor absoluto	2022T1	1.013,6
De 25 a 29 años	Mujeres	Valor absoluto	2021T4	1.020,2
De 25 a 29 años	Mujeres	Valor absoluto	2021T3	1.037,2
De 25 a 29 años	Mujeres	Valor absoluto	2021T2	1.035,1
De 25 a 29 años	Mujeres	Valor absoluto	2021T1	1.020,7
De 25 a 29 años	Mujeres	Valor absoluto	2020T4	1.040,6
De 25 a 29 años	Mujeres	Valor absoluto	2020T3	1.028,2
De 25 a 29 años	Mujeres	Valor absoluto	2020T2	953,5
De 25 a 29 años	Mujeres	Valor absoluto	2020T1	1.011,6
De 25 a 29 años	Mujeres	Valor absoluto	2019T4	1.019,1
De 25 a 29 años	Mujeres	Valor absoluto	2019T3	1.017,4
De 25 a 29 años	Mujeres	Valor absoluto	2019T2	1.003,8
De 25 a 29 años	Mujeres	Valor absoluto	2019T1	988,2
De 25 a 29 años	Mujeres	Valor absoluto	2018T4	996,9
De 25 a 29 años	Mujeres	Valor absoluto	2018T3	1.010,2
De 25 a 29 años	Mujeres	Valor absoluto	2018T2	1.031,4
De 25 a 29 años	Mujeres	Valor absoluto	2018T1	1.027,1
De 25 a 29 años	Mujeres	Valor absoluto	2017T4	1.022,8
De 25 a 29 años	Mujeres	Valor absoluto	2017T3	1.034,5
De 25 a 29 años	Mujeres	Valor absoluto	2017T2	1.040,1
De 25 a 29 años	Mujeres	Valor absoluto	2017T1	1.027,5
De 25 a 29 años	Mujeres	Valor absoluto	2016T4	1.037,2
De 25 a 29 años	Mujeres	Valor absoluto	2016T3	1.045,9
De 25 a 29 años	Mujeres	Valor absoluto	2016T2	1.046,7
De 25 a 29 años	Mujeres	Valor absoluto	2016T1	1.047,5
De 25 a 29 años	Mujeres	Valor absoluto	2015T4	1.062,1
De 25 a 29 años	Mujeres	Valor absoluto	2015T3	1.063,0
De 25 a 29 años	Mujeres	Valor absoluto	2015T2	1.080,4
De 25 a 29 años	Mujeres	Valor absoluto	2015T1	1.090,2
De 25 a 29 años	Mujeres	Valor absoluto	2014T4	1.109,9
De 25 a 29 años	Mujeres	Valor absoluto	2014T3	1.124,0
De 25 a 29 años	Mujeres	Valor absoluto	2014T2	1.138,0
De 25 a 29 años	Mujeres	Valor absoluto	2014T1	1.148,7
De 25 a 29 años	Mujeres	Valor absoluto	2013T4	1.168,4
De 25 a 29 años	Mujeres	Valor absoluto	2013T3	1.186,1
De 25 a 29 años	Mujeres	Valor absoluto	2013T2	1.178,6
De 25 a 29 años	Mujeres	Valor absoluto	2013T1	1.213,2
De 25 a 29 años	Mujeres	Valor absoluto	2012T4	1.223,3
De 25 a 29 años	Mujeres	Valor absoluto	2012T3	1.241,8
De 25 a 29 años	Mujeres	Valor absoluto	2012T2	1.256,8
De 25 a 29 años	Mujeres	Valor absoluto	2012T1	1.262,2
De 25 a 29 años	Mujeres	Valor absoluto	2011T4	1.282,3
De 25 a 29 años	Mujeres	Valor absoluto	2011T3	1.290,9
De 25 a 29 años	Mujeres	Valor absoluto	2011T2	1.313,4
De 25 a 29 años	Mujeres	Valor absoluto	2011T1	1.321,1
De 25 a 29 años	Mujeres	Valor absoluto	2010T4	1.353,0
De 25 a 29 años	Mujeres	Valor absoluto	2010T3	1.370,2
De 25 a 29 años	Mujeres	Valor absoluto	2010T2	1.380,4
De 25 a 29 años	Mujeres	Valor absoluto	2010T1	1.407,2
De 25 a 29 años	Mujeres	Valor absoluto	2009T4	1.411,7
De 25 a 29 años	Mujeres	Valor absoluto	2009T3	1.399,3
De 25 a 29 años	Mujeres	Valor absoluto	2009T2	1.423,7
De 25 a 29 años	Mujeres	Valor absoluto	2009T1	1.450,2
De 25 a 29 años	Mujeres	Valor absoluto	2008T4	1.462,6
De 25 a 29 años	Mujeres	Valor absoluto	2008T3	1.459,4
De 25 a 29 años	Mujeres	Valor absoluto	2008T2	1.464,2
De 25 a 29 años	Mujeres	Valor absoluto	2008T1	1.467,9
De 25 a 29 años	Mujeres	Valor absoluto	2007T4	1.466,7
De 25 a 29 años	Mujeres	Valor absoluto	2007T3	1.454,7
De 25 a 29 años	Mujeres	Valor absoluto	2007T2	1.457,6
De 25 a 29 años	Mujeres	Valor absoluto	2007T1	1.466,6
De 25 a 29 años	Mujeres	Valor absoluto	2006T4	1.473,8
De 25 a 29 años	Mujeres	Valor absoluto	2006T3	1.466,5
De 25 a 29 años	Mujeres	Valor absoluto	2006T2	1.467,6
De 25 a 29 años	Mujeres	Valor absoluto	2006T1	1.469,0
De 25 a 29 años	Mujeres	Valor absoluto	2005T4	1.466,4
De 25 a 29 años	Mujeres	Valor absoluto	2005T3	1.457,3
De 25 a 29 años	Mujeres	Valor absoluto	2005T2	1.459,9
De 25 a 29 años	Mujeres	Valor absoluto	2005T1	1.471,2
De 25 a 29 años	Mujeres	Valor absoluto	2004T4	1.472,2
De 25 a 29 años	Mujeres	Valor absoluto	2004T3	1.456,7
De 25 a 29 años	Mujeres	Valor absoluto	2004T2	1.454,5
De 25 a 29 años	Mujeres	Valor absoluto	2004T1	1.445,4
De 25 a 29 años	Mujeres	Valor absoluto	2003T4	1.450,2
De 25 a 29 años	Mujeres	Valor absoluto	2003T3	1.439,6
De 25 a 29 años	Mujeres	Valor absoluto	2003T2	1.417,8
De 25 a 29 años	Mujeres	Valor absoluto	2003T1	1.397,7
De 25 a 29 años	Mujeres	Valor absoluto	2002T4	1.365,7
De 25 a 29 años	Mujeres	Valor absoluto	2002T3	1.356,1
De 25 a 29 años	Mujeres	Valor absoluto	2002T2	1.334,7
De 25 a 29 años	Mujeres	Valor absoluto	2002T1	1.330,2
De 25 a 29 años	Mujeres	Porcentaje	2022T3	9,0
De 25 a 29 años	Mujeres	Porcentaje	2022T2	9,1
De 25 a 29 años	Mujeres	Porcentaje	2022T1	9,2
De 25 a 29 años	Mujeres	Porcentaje	2021T4	9,3
De 25 a 29 años	Mujeres	Porcentaje	2021T3	9,4
De 25 a 29 años	Mujeres	Porcentaje	2021T2	9,4
De 25 a 29 años	Mujeres	Porcentaje	2021T1	9,5
De 25 a 29 años	Mujeres	Porcentaje	2020T4	9,6
De 25 a 29 años	Mujeres	Porcentaje	2020T3	9,6
De 25 a 29 años	Mujeres	Porcentaje	2020T2	9,4
De 25 a 29 años	Mujeres	Porcentaje	2020T1	9,4
De 25 a 29 años	Mujeres	Porcentaje	2019T4	9,4
De 25 a 29 años	Mujeres	Porcentaje	2019T3	9,5
De 25 a 29 años	Mujeres	Porcentaje	2019T2	9,3
De 25 a 29 años	Mujeres	Porcentaje	2019T1	9,3
De 25 a 29 años	Mujeres	Porcentaje	2018T4	9,4
De 25 a 29 años	Mujeres	Porcentaje	2018T3	9,5
De 25 a 29 años	Mujeres	Porcentaje	2018T2	9,7
De 25 a 29 años	Mujeres	Porcentaje	2018T1	9,7
De 25 a 29 años	Mujeres	Porcentaje	2017T4	9,6
De 25 a 29 años	Mujeres	Porcentaje	2017T3	9,8
De 25 a 29 años	Mujeres	Porcentaje	2017T2	9,8
De 25 a 29 años	Mujeres	Porcentaje	2017T1	9,7
De 25 a 29 años	Mujeres	Porcentaje	2016T4	9,8
De 25 a 29 años	Mujeres	Porcentaje	2016T3	9,9
De 25 a 29 años	Mujeres	Porcentaje	2016T2	9,8
De 25 a 29 años	Mujeres	Porcentaje	2016T1	9,9
De 25 a 29 años	Mujeres	Porcentaje	2015T4	10,0
De 25 a 29 años	Mujeres	Porcentaje	2015T3	10,1
De 25 a 29 años	Mujeres	Porcentaje	2015T2	10,1
De 25 a 29 años	Mujeres	Porcentaje	2015T1	10,3
De 25 a 29 años	Mujeres	Porcentaje	2014T4	10,4
De 25 a 29 años	Mujeres	Porcentaje	2014T3	10,7
De 25 a 29 años	Mujeres	Porcentaje	2014T2	10,7
De 25 a 29 años	Mujeres	Porcentaje	2014T1	10,8
De 25 a 29 años	Mujeres	Porcentaje	2013T4	11,0
De 25 a 29 años	Mujeres	Porcentaje	2013T3	11,2
De 25 a 29 años	Mujeres	Porcentaje	2013T2	11,0
De 25 a 29 años	Mujeres	Porcentaje	2013T1	11,3
De 25 a 29 años	Mujeres	Porcentaje	2012T4	11,4
De 25 a 29 años	Mujeres	Porcentaje	2012T3	11,6
De 25 a 29 años	Mujeres	Porcentaje	2012T2	11,7
De 25 a 29 años	Mujeres	Porcentaje	2012T1	11,8
